customer_id,sohel_name,last_name,email,age,country,signup_date,total_orders,total_spent,is_active
289,Brandy,Lin,langkelly@yahoo.com,33,Guam,2023-10-31,14,585.54,0
290,Jacob,Lynch,cperez@gmail.com,68,Croatia,2022-10-03,17,6103.42,1
291,Anthony,Solomon,jonathan32@anderson.com,48,Malta,2023-03-20,27,5017.6,1
292,Debra,Fuentes,sherriclark@ward-bush.com,69,Martinique,2020-11-26,31,9051.14,1
293,Miranda,Castro,marquezjose@hotmail.com,44,Czech Republic,2022-12-07,1,2933.32,0
294,Michelle,Ewing,vegabecky@patterson-harris.com,30,Swaziland,2022-05-29,24,8008.72,0
295,Sabrina,Hale,aliciahunter@hotmail.com,24,Micronesia,2024-07-30,21,6109.94,1
296,Kevin,Petersen,samuel80@salinas.info,24,India,2025-01-20,42,3587.98,0
297,Chad,Howell,cperkins@brown-wall.com,60,Czech Republic,2025-05-23,43,6402.52,1
298,Carl,Willis,seth42@yahoo.com,45,Ecuador,2023-03-31,25,6246.82,0
299,James,Ramos,jason83@yahoo.com,40,Palau,2025-06-18,46,6809.87,1
300,George,Tucker,choiangelica@yahoo.com,45,Liberia,2023-01-24,10,7237.19,1
301,Dana,Rodriguez,henryduncan@hotmail.com,44,Andorra,2022-08-30,29,6625.9,0
302,Annette,Gonzalez,lkeller@mitchell.com,47,Micronesia,2021-08-14,8,8399.54,1
303,Bob,Green,lori56@hotmail.com,64,Faroe Islands,2022-08-08,39,6319.66,1
304,Martha,Myers,russell79@gmail.com,21,United States Virgin Islands,2023-08-23,34,9043.7,0
305,Cody,Duarte,brandon10@lawson.com,61,Poland,2023-12-10,1,6498.77,0
306,Austin,Aguilar,robinsonvalerie@hotmail.com,59,Uzbekistan,2025-02-03,25,3158.44,1
307,Jennifer,Juarez,ashleyrebecca@woodard.net,59,Belize,2021-04-20,37,4464.15,0
308,Barry,Dean,phillipmiddleton@hotmail.com,24,Niger,2024-01-19,36,5837.78,0
309,Stefanie,Ellis,stephaniekim@bridges.com,21,Saint Helena,2022-08-11,42,7350.36,0
310,Lisa,Rodriguez,osanders@yahoo.com,43,Belarus,2022-10-18,1,992.32,1
311,Douglas,Thomas,oferguson@price-atkins.com,64,Cook Islands,2023-11-01,5,3021.59,0
312,Brian,Burke,nwest@jacobs-lewis.com,39,Malawi,2023-05-05,41,7500.06,1
313,Gregory,Turner,fryeadrienne@johnson.com,69,Japan,2024-02-15,27,1838.84,0
314,James,Schmitt,danielle76@gmail.com,24,Cuba,2022-10-08,8,1408.38,1
315,Garrett,Smith,johnsondouglas@hotmail.com,33,United States of America,2021-06-20,29,5440.14,1
316,Alicia,Bradshaw,tanyalawrence@gonzalez.com,30,Jersey,2022-01-13,11,9717.75,0
317,Kimberly,Lewis,fthornton@yahoo.com,30,Iceland,2022-02-26,3,5355.44,1
318,James,Brooks,sallen@yahoo.com,52,Gibraltar,2020-08-04,16,9143.52,1
319,Regina,Garcia,patrickparker@glass-hull.com,46,Central African Republic,2022-05-21,24,8321.68,0
320,Tammy,Hernandez,caldwelldouglas@powell.biz,26,Bangladesh,2024-11-25,20,2644.0,0
321,Jennifer,Ruiz,gmorales@clark-goodwin.com,45,Christmas Island,2022-02-17,13,8264.43,1
322,Paul,Carson,eric75@hotmail.com,29,Czech Republic,2024-04-25,29,4870.29,0
323,Adriana,Bryant,rodriguezmark@lawson-hogan.com,35,Egypt,2022-05-23,20,8084.24,0
324,William,Diaz,brian43@mejia.com,47,Palestinian Territory,2023-01-13,21,7490.94,1
325,Jack,Cooper,shane50@wilson.info,33,Slovakia (Slovak Republic),2022-02-15,48,3453.28,1
326,Alyssa,Palmer,kayla84@taylor-molina.biz,22,Suriname,2025-04-27,24,1240.18,1
327,Brandi,Lawrence,torozco@young.com,46,Dominican Republic,2022-02-07,17,9632.64,0
328,Jill,Burns,garciakatie@hotmail.com,69,Puerto Rico,2022-04-23,48,1493.49,1
329,Jose,Johnson,yferguson@gmail.com,53,Gibraltar,2022-12-17,26,9668.35,0
330,Charles,Jones,rvelazquez@gmail.com,24,Belize,2021-07-09,16,8615.39,1
331,Jennifer,Cole,lhendricks@james.com,21,Congo,2024-01-30,5,7269.75,1
332,Adam,Taylor,lweiss@yahoo.com,59,Senegal,2021-03-03,30,9801.43,1
333,Victoria,Moore,wthompson@yahoo.com,52,Saint Lucia,2021-09-02,1,9675.97,1
334,Christine,Bennett,christopher28@yahoo.com,18,Morocco,2024-07-27,47,8065.42,0
335,Kelsey,Lang,vzimmerman@pittman.com,23,United Kingdom,2023-07-23,34,3721.17,0
336,Tiffany,Giles,mayscott@yahoo.com,66,Antarctica (the territory South of 60 deg S),2021-06-14,3,7927.75,0
337,Tommy,Santos,jason59@yahoo.com,33,Uzbekistan,2022-07-07,22,237.79,0
338,Janet,Cunningham,charlesknapp@hotmail.com,28,Honduras,2022-12-31,14,5412.07,0
339,Taylor,Smith,nicholas86@morrison.com,44,Bolivia,2024-04-11,41,4602.38,1
340,William,Martin,christina31@gmail.com,49,Moldova,2024-10-27,4,6761.0,1
341,Tiffany,Roberts,nmcclure@gmail.com,48,Iraq,2024-04-23,49,6756.17,0
342,Annette,Bailey,daviskristina@martinez-campbell.com,31,Nigeria,2023-06-10,41,5887.14,0
343,Brandon,Leon,kimberly91@brooks.biz,43,Netherlands,2020-12-07,2,8241.93,1
344,Lisa,Miller,danahenry@kennedy.net,21,Zambia,2024-02-16,48,9408.89,0
345,Monica,Phillips,reynoldsashley@gmail.com,28,Belize,2021-09-30,1,1172.63,0
346,James,Cooper,kristen79@hebert.com,42,Denmark,2021-12-29,15,2414.84,1
347,Matthew,Watkins,bakermichelle@hill.com,18,Tonga,2025-03-25,12,347.74,0
348,Adam,Dunlap,stevenstone@donovan.com,42,Andorra,2022-07-14,1,8853.92,0
349,David,Mcdaniel,swilliamson@hotmail.com,34,United States of America,2021-07-21,39,5657.93,0
350,Kenneth,Joseph,latasha86@hotmail.com,68,France,2021-05-13,9,9161.03,0
351,James,Hansen,kgreene@hanson.info,68,Guinea-Bissau,2021-08-28,15,2291.54,0
352,Margaret,Harrison,yangamy@monroe.com,47,Mauritania,2023-02-13,8,725.85,0
353,Jacob,Tapia,carolinemoss@gmail.com,36,Saint Pierre and Miquelon,2022-11-29,30,8256.17,1
354,Kim,Flowers,jdavis@anderson.net,45,Algeria,2021-12-09,42,9102.94,0
355,Alan,Hartman,ajones@todd-marsh.com,62,Singapore,2022-02-28,7,3091.68,0
356,Andrew,Diaz,austinblack@hotmail.com,64,Saint Martin,2022-11-10,36,4142.13,0
357,Jesse,Harrison,zhoward@yahoo.com,68,Pakistan,2024-02-21,13,1483.79,0
358,Joshua,Hays,wkrueger@yahoo.com,53,Taiwan,2025-01-09,29,9467.99,1
359,Ruth,Hernandez,eric72@moyer.com,60,Korea,2023-06-21,44,3113.21,0
360,Hannah,Mccoy,csalinas@hotmail.com,63,Canada,2024-08-21,16,4976.98,1
361,Kelly,Ramos,jamie66@mcguire.com,49,Finland,2022-01-30,49,1062.2,0
362,Yesenia,Oneill,chapmanrobin@george.info,27,Monaco,2021-11-30,23,8883.87,1
363,Tonya,Hughes,johnsoneric@short.info,30,Libyan Arab Jamahiriya,2023-12-23,10,1443.07,0
364,Tara,Newton,harrissarah@rangel.com,36,Wallis and Futuna,2025-03-26,38,4591.07,0
365,Marc,Anderson,pwoodward@yahoo.com,31,Nicaragua,2023-11-13,38,6737.81,1
366,Ebony,Dawson,cantrelljulie@thomas-cummings.org,21,Saint Vincent and the Grenadines,2021-01-15,47,7457.09,1
367,Chelsea,Sexton,amiller@hotmail.com,55,Mongolia,2022-09-04,45,9465.14,0
368,Glenn,Johnson,veronica53@carter.org,65,Uruguay,2021-07-04,7,4249.35,0
369,Katie,Burton,gmiller@jones.org,52,China,2021-12-22,49,7448.46,0
370,Brandon,Morales,gmiller@dawson.biz,21,Mayotte,2023-03-04,10,1629.78,0
371,Andrea,Smith,karensmith@stark-ellison.net,65,Northern Mariana Islands,2020-10-02,19,4207.36,0
372,Christina,Lopez,moralesbruce@yahoo.com,38,Tuvalu,2020-08-13,6,1080.31,1
373,Andre,Chandler,hallen@yahoo.com,21,Dominican Republic,2025-04-21,37,4944.54,0
374,Nicholas,Mccoy,anna52@blankenship.com,21,Panama,2021-07-14,1,4140.35,0
375,Kevin,Sampson,bernardmarc@hotmail.com,55,Marshall Islands,2022-05-29,19,9520.06,0
376,Gary,Brady,imiller@hotmail.com,48,Mali,2023-08-08,36,423.89,1
377,Cody,Chandler,melissacox@hughes.com,50,Guyana,2024-08-27,43,3768.25,0
378,Dustin,Perez,mark92@turner-diaz.com,51,Nepal,2023-12-05,24,4489.49,0
379,Robert,Contreras,rodney56@gmail.com,28,Mozambique,2024-02-16,25,9510.5,0
380,Jason,Lopez,james12@brewer.net,21,Lebanon,2022-07-11,45,8568.96,1
381,Alejandra,Hernandez,brittanywatkins@alvarez.com,50,Micronesia,2022-02-02,12,1083.61,1
382,Amy,Gonzalez,harperscott@yahoo.com,23,United States Virgin Islands,2023-03-24,4,6888.23,0
383,David,Baldwin,kimberly19@roy.com,29,Guinea,2021-07-25,37,5490.21,0
384,Shelia,Turner,nwatts@gmail.com,22,Cambodia,2023-12-25,44,9780.64,1
385,Monica,Martin,moorejorge@gmail.com,56,Eritrea,2022-01-20,40,3650.87,1
386,Laura,Weber,hannah91@wilson.info,22,Guatemala,2024-06-07,15,4041.58,1
387,Edward,Haas,marcbrooks@hotmail.com,61,Chad,2022-06-14,6,1979.1,0
388,Daniel,Lopez,sean65@gmail.com,33,Egypt,2022-04-03,44,1309.38,1
389,Kimberly,Barajas,tiffanywhite@butler-kim.net,43,Holy See (Vatican City State),2021-05-07,49,8495.53,1
390,Kevin,Jefferson,courtney48@dickson.net,25,Oman,2023-10-11,19,4601.7,1
391,Mark,Haley,nicoleenglish@hotmail.com,54,Madagascar,2023-06-29,43,6661.41,1
392,Kaitlyn,Richard,ywagner@walker.com,33,Nepal,2022-09-27,38,6452.87,0
393,Jennifer,Fisher,mitchellfischer@gmail.com,55,Turkmenistan,2024-03-29,7,6011.74,0
394,Ricky,Davis,yguzman@hotmail.com,56,Canada,2024-02-16,50,311.44,0
395,Elizabeth,Ashley,ljuarez@jones.com,20,Bhutan,2024-01-14,36,7889.27,1
396,Shannon,Dunn,christopher33@yahoo.com,57,Palau,2021-03-31,50,2511.33,1
397,John,Cook,patrick67@hotmail.com,23,Guernsey,2021-06-21,2,1346.65,0
398,Jennifer,Gray,bryan99@clark.com,44,San Marino,2021-02-21,22,5689.32,0
399,Jennifer,Castro,peterssteven@hotmail.com,60,Reunion,2022-06-08,34,779.24,0
400,Connie,Mcknight,novaklinda@rodriguez-miller.com,55,United Arab Emirates,2023-08-13,27,7675.06,0
401,Christopher,Meyer,robinsondylan@smith.net,54,Maldives,2024-09-03,42,2150.86,1
402,Tyler,Norman,danielschmidt@roberts.com,51,French Polynesia,2024-09-28,23,2237.92,1
403,Stephanie,Melendez,jacob57@davis.com,38,Cook Islands,2020-12-28,4,8709.98,0
404,John,Day,andersonjason@davis-baldwin.com,34,British Indian Ocean Territory (Chagos Archipelago),2021-04-09,32,3352.74,0
405,Katherine,Hardin,curtis81@garcia.com,31,Guatemala,2024-11-23,41,1560.79,0
406,Shari,Webster,oshelton@hotmail.com,60,Guinea,2021-11-22,21,9015.26,0
407,Kimberly,Jones,elizabethhess@zimmerman.com,63,Somalia,2023-02-26,0,128.07,1
408,Corey,Cook,ronald70@moreno.com,38,Chile,2021-10-05,26,8598.22,1
409,Anthony,Nelson,chris36@gmail.com,33,British Virgin Islands,2023-09-24,31,1532.41,1
410,Frank,Marsh,wpowell@gmail.com,34,Lebanon,2024-11-26,6,1386.92,1
411,Eric,Gordon,chapmandawn@garrett.com,43,Ukraine,2023-10-29,27,2581.48,0
412,Christopher,Ramsey,curtischapman@yahoo.com,26,New Zealand,2024-02-18,23,1827.52,0
413,Sara,Coleman,wjackson@gomez-mcneil.com,60,Guatemala,2022-08-14,40,6644.47,1
414,Julie,Owen,brandonmarks@hotmail.com,59,Heard Island and McDonald Islands,2021-07-25,29,355.22,0
415,Danny,Hayes,uchapman@gmail.com,37,Indonesia,2023-06-17,45,247.12,0
416,Steven,Larson,uowens@gonzales.biz,47,French Southern Territories,2021-02-20,9,7920.85,0
417,Christopher,Taylor,hallsuzanne@adams.com,38,Wallis and Futuna,2023-03-24,27,2455.52,1
418,Christopher,Hoffman,stewarttracy@gmail.com,66,Korea,2025-05-22,11,3305.34,0
419,Danielle,Villanueva,nicolereese@gmail.com,22,Reunion,2022-11-09,46,1825.04,0
420,Susan,Saunders,xvelasquez@walker.com,18,Turkey,2021-02-27,33,618.75,1
421,Jeanette,Williams,zgrimes@yahoo.com,47,Tunisia,2021-01-24,41,7443.01,1
422,Cynthia,Jones,morgandanielle@lawrence.com,57,Tanzania,2022-06-01,17,5308.25,1
423,Frank,Smith,coleemily@rodgers-miller.org,54,Moldova,2025-02-14,39,7482.09,1
424,Dennis,Glenn,robinsanford@smith.org,24,Oman,2023-10-07,34,4814.84,0
425,Elizabeth,Carr,douglas52@evans.com,22,Uruguay,2024-08-08,49,7802.37,1
426,Tyrone,Jones,penalarry@gmail.com,52,Congo,2022-06-03,30,5181.06,0
427,Paul,Sheppard,yolandawest@foster-baker.com,31,Sao Tome and Principe,2022-12-20,29,1179.63,1
428,Erica,Simmons,mitchelllisa@gmail.com,50,Panama,2022-04-25,27,5088.0,0
429,Erin,Wolf,wilcoxkenneth@figueroa.info,34,Lesotho,2022-02-11,46,9459.61,0
430,Shane,Smith,michael17@yahoo.com,26,Suriname,2023-10-13,37,529.31,1
431,Andrea,Hubbard,olarson@hotmail.com,40,Saint Vincent and the Grenadines,2023-02-13,17,7853.95,0
432,Sylvia,Clayton,bmiller@ryan-ford.com,22,China,2022-08-26,20,8683.11,0
433,Aaron,Gonzalez,hbrown@gmail.com,33,Thailand,2023-05-11,15,5262.37,1
434,Denise,Fuller,colemanjacob@kelley.org,41,Christmas Island,2023-10-23,5,4634.62,1
435,Christopher,Black,bcarter@gmail.com,36,Solomon Islands,2023-07-25,17,9643.86,0
436,Nicholas,Duncan,hsmith@gmail.com,28,Honduras,2025-05-31,28,702.17,1
437,Michelle,Hodges,wevans@yahoo.com,46,Morocco,2023-03-20,15,4841.92,1
438,Stephanie,Wood,cindy53@mccarty.com,52,Heard Island and McDonald Islands,2021-04-21,48,4076.01,1
439,Scott,Miller,chavezregina@burns.com,63,Northern Mariana Islands,2021-01-08,29,6892.37,1
440,Mary,Gilbert,john16@sharp.com,37,Liberia,2023-11-10,36,4953.66,1
441,Samantha,Garcia,kaylabrooks@yahoo.com,57,Ecuador,2021-01-10,39,9106.04,0
442,Briana,Cox,mitchellshelby@dickerson.net,69,Bahamas,2023-04-07,42,827.56,1
443,Rebecca,Lowery,cstanton@herrera.com,59,Cayman Islands,2022-10-26,24,899.83,0
444,Bryan,Krause,cdixon@wright-calderon.com,51,Swaziland,2023-12-05,21,6122.14,0
445,Linda,Fields,william71@gmail.com,18,Korea,2023-03-10,1,750.25,0
446,Susan,Boyd,erica81@austin.net,60,Tokelau,2022-11-21,31,2822.66,1
447,Joseph,Willis,xandrews@sanford.org,70,Heard Island and McDonald Islands,2020-07-15,20,6367.46,1
448,Dan,Coleman,thompsontrevor@austin.com,53,Reunion,2025-07-06,11,5528.73,1
449,Ashley,Ramirez,michaelsmith@gmail.com,37,Mauritania,2020-10-10,31,3319.34,0
450,Rachel,Obrien,joshuaortiz@west-edwards.com,60,Pakistan,2021-09-21,13,9946.81,0
451,Gregory,Rivera,aaronweaver@white.com,24,Ukraine,2021-10-09,22,5352.51,0
452,Michael,Sanchez,hornekaren@yahoo.com,26,Isle of Man,2021-02-13,16,4591.78,0
453,Michael,Larson,carrollgloria@gmail.com,34,Maldives,2021-09-10,21,6093.73,0
454,Mark,Taylor,gdecker@hotmail.com,25,Jordan,2024-11-29,17,1081.87,1
455,Sean,Evans,james61@yahoo.com,24,South Georgia and the South Sandwich Islands,2024-11-14,38,7047.62,1
456,Erika,Villanueva,aaronbeck@coleman.com,65,Tunisia,2024-09-21,44,8542.65,0
457,Holly,Gutierrez,damonjenkins@yahoo.com,53,Ecuador,2024-05-06,17,6544.07,1
458,Stephen,Grimes,kristinasteele@gmail.com,27,Guatemala,2021-09-20,35,7712.73,0
459,Rachel,Ferguson,erin88@green.com,35,Korea,2025-04-02,0,7236.32,0
460,Matthew,White,michael90@wood.org,36,Micronesia,2020-08-15,33,2228.73,0
461,Ronnie,Patel,davidharris@obrien.info,56,Tanzania,2021-03-15,12,4570.39,1
462,Monica,Yu,danielle65@yahoo.com,31,Uruguay,2024-11-02,5,2362.09,1
463,William,Martinez,deborah22@hotmail.com,63,Zambia,2024-03-22,15,3455.42,1
464,Kaitlin,Reynolds,marshrodney@gmail.com,39,Mozambique,2022-05-30,46,4589.64,0
465,Timothy,Murray,hunttanya@gmail.com,31,Zimbabwe,2021-10-02,26,4218.3,1
466,Lisa,Perry,joshua92@gmail.com,61,Panama,2022-08-19,31,1041.35,1
467,Raymond,Pope,kayla77@smith-hernandez.info,58,Honduras,2024-05-07,35,4324.96,1
468,Christopher,Bush,robert72@jordan-velasquez.info,34,Portugal,2024-11-04,48,6684.57,0
469,Mark,Robbins,kyle37@brown.com,50,French Polynesia,2020-10-07,15,3805.58,1
470,Michael,Baldwin,mccallmegan@hotmail.com,49,South Africa,2023-08-25,44,1611.13,1
471,Chelsea,Hawkins,erinnguyen@hotmail.com,34,Czech Republic,2023-04-27,30,9237.55,0
472,Ernest,Alexander,henrymurray@yahoo.com,21,Belarus,2024-01-12,41,764.62,1
473,Laura,Brown,kyoung@yahoo.com,23,Iraq,2024-07-24,45,8334.54,0
474,Sandra,Phillips,garciadaniel@robbins.com,58,Saint Lucia,2022-08-29,31,1022.98,0
475,Lauren,Martin,lphillips@morales.net,45,Mexico,2022-10-06,28,1055.99,1
476,David,Patel,jeffreyrobinson@gmail.com,35,Guyana,2025-01-17,50,7414.08,0
477,Christine,Hood,leslie07@copeland.biz,20,San Marino,2023-07-18,1,8136.52,1
478,Patricia,Orozco,ronald77@yahoo.com,18,Lithuania,2022-09-25,5,5608.07,0
479,Donna,Rivera,chavezbrandi@hotmail.com,39,Solomon Islands,2023-11-10,18,5906.0,1
480,Bryan,Dickerson,dakotadyer@gmail.com,67,Korea,2025-07-04,14,5659.71,0
481,Ricky,Oneal,vanessaanderson@vincent-olson.com,26,Turks and Caicos Islands,2022-09-03,25,3363.5,1
482,Rebecca,Gonzalez,rick80@hess.com,58,Hong Kong,2025-07-03,44,1310.09,1
483,Amy,Hayes,cindy91@meza.com,34,Brunei Darussalam,2023-05-29,15,3600.62,1
484,Anne,Duncan,margaretreynolds@weaver.com,28,Qatar,2021-01-02,19,6686.87,1
485,Robert,Hebert,rebecca22@hotmail.com,65,Morocco,2021-02-15,42,7527.81,0
486,Stephanie,Rios,qduffy@gmail.com,46,American Samoa,2020-10-02,37,8694.11,1
487,Victoria,Taylor,william62@harrison.org,53,Niue,2023-05-30,23,7238.5,1
488,Linda,Bell,david03@owens.com,63,Wallis and Futuna,2025-07-03,30,9687.15,1
489,Andrew,Rodriguez,murphynicholas@osborne-espinoza.com,45,Pitcairn Islands,2021-07-21,35,6044.06,1
490,Robert,Fischer,paul98@hotmail.com,53,Liechtenstein,2024-10-05,33,3581.3,0
491,Lauren,Rodriguez,michael66@mays.com,18,Eritrea,2022-09-02,22,5821.39,1
492,Ryan,Harris,newmanamy@davis-rodriguez.com,25,Yemen,2023-09-30,27,2206.11,0
493,Mike,Mullins,dawnadkins@yahoo.com,22,Lithuania,2025-06-21,47,6601.69,1
494,Luke,Jackson,debra96@yahoo.com,62,Mauritania,2022-06-28,35,2320.02,0
495,Jerry,Flores,alexandra00@yahoo.com,27,Iceland,2023-05-20,21,1171.36,0
496,John,Boyd,lbarton@yahoo.com,52,Mozambique,2022-07-02,22,8469.2,0
497,Carol,Mcguire,larrydavis@yahoo.com,20,Netherlands,2021-01-13,44,3738.85,0
498,Patricia,Hurst,imills@hotmail.com,41,Micronesia,2024-01-01,29,7649.8,1
499,Samantha,Phillips,johnsonanne@lopez.com,55,China,2020-10-24,17,5783.59,0
500,Joseph,Hicks,christine23@yahoo.com,53,Sudan,2024-12-12,19,8091.49,0
